Hybridization REF	TCGA-01-0629-11A-01T-0364-07
hsa-miR-10a	8.071282454
hsa-miR-10a*	4.497535367
hsa-miR-10b	7.894749136
hsa-miR-10b*	4.930418012
hsa-miR-122	4.630470423
hsa-miR-122*	4.668501906
hsa-miR-1224-3p	4.77215882
hsa-miR-1224-5p	7.798197826
hsa-miR-1225-3p	5.82636824
hsa-miR-1225-5p	12.92158337
hsa-miR-1226	4.660828553
hsa-miR-1226*	6.843003554
hsa-miR-1227	4.794273623
hsa-miR-1228	6.338555949
hsa-miR-1228*	4.890962714
hsa-miR-1229	5.25575327
hsa-miR-1231	4.479474337
hsa-miR-1233	4.547002648
hsa-miR-1234	6.178194465
hsa-miR-1236	4.872985666
hsa-miR-1237	5.328570932
hsa-miR-1238	5.590825745
hsa-miR-124	5.546457715
hsa-miR-124*	4.588763718
hsa-miR-125a-3p	8.685952826
hsa-miR-125a-5p	7.263394646
hsa-miR-125b	11.57827675
hsa-miR-125b-1*	5.057981981
hsa-miR-125b-2*	5.503123135
hsa-miR-126	10.19811493
hsa-miR-126*	4.788669619
hsa-miR-127-3p	8.714155091
hsa-miR-127-5p	4.641611153
hsa-miR-128	5.3329166
hsa-miR-129-3p	5.717138083
hsa-miR-129-5p	5.572683885
hsa-miR-129*	4.780567746
hsa-miR-130a	10.02370505
hsa-miR-130a*	4.656983426
hsa-miR-130b	9.038140083
hsa-miR-130b*	4.634169001
hsa-miR-132	8.4943895
hsa-miR-132*	4.8283095
hsa-miR-133a	8.733892685
hsa-miR-133b	11.38312625
hsa-miR-134	9.190890757
hsa-miR-135a	2.867868431
hsa-miR-135a*	7.659579561
hsa-miR-135b	3.909747453
hsa-miR-135b*	4.534033169
hsa-miR-136	8.279120974
hsa-miR-136*	5.365027657
hsa-miR-137	4.694117884
hsa-miR-138	5.119461695
hsa-miR-138-1*	4.560279288
hsa-miR-138-2*	4.809823625
hsa-miR-139-3p	5.860278675
hsa-miR-139-5p	7.341641383
hsa-miR-140-3p	10.95721052
hsa-miR-140-5p	6.932249338
hsa-miR-141	13.96156996
hsa-miR-141*	4.24958342
hsa-miR-142-3p	8.717079433
hsa-miR-142-5p	10.77895221
hsa-miR-143	11.03387907
hsa-miR-143*	10.60744305
hsa-miR-144	12.05681952
hsa-miR-144*	4.773715722
hsa-miR-145	15.04000485
hsa-miR-145*	8.074253879
hsa-miR-146a	6.832950953
hsa-miR-146a*	4.707074425
hsa-miR-146b-3p	4.584250458
hsa-miR-146b-5p	7.510052832
hsa-miR-147	4.647375807
hsa-miR-147b	5.016150486
hsa-miR-148a	8.538200555
hsa-miR-148a*	4.889041999
hsa-miR-148b	6.008008395
hsa-miR-148b*	4.640009817
hsa-miR-149	4.961754901
hsa-miR-149*	5.30107222
hsa-miR-150	9.222355891
hsa-miR-150*	8.345005841
hsa-miR-151-3p	9.612756914
hsa-miR-151-5p	7.570142529
hsa-miR-152	8.020819697
hsa-miR-153	4.587974608
hsa-miR-154	6.147974231
hsa-miR-154*	5.025485759
hsa-miR-155	6.911439185
hsa-miR-155*	4.686062777
hsa-miR-15a	8.763977608
hsa-miR-15a*	4.603889504
hsa-miR-15b	7.093949331
hsa-miR-15b*	4.464790074
hsa-miR-16	10.02753647
hsa-miR-16-1*	4.743002876
hsa-miR-16-2*	4.573366868
hsa-miR-17	8.420748927
hsa-miR-17*	6.869402279
hsa-miR-181a	11.28133747
hsa-miR-181a-2*	4.868597504
hsa-miR-181a*	4.955987962
hsa-miR-181b	7.957127081
hsa-miR-181c	6.362634463
hsa-miR-181c*	5.188886579
hsa-miR-181d	5.891084911
hsa-miR-182	3.947583673
hsa-miR-182*	4.458350425
hsa-miR-183	4.245191238
hsa-miR-183*	4.484202836
hsa-miR-184	4.901766419
hsa-miR-185	8.642283767
hsa-miR-185*	4.664025675
hsa-miR-186	7.053050942
hsa-miR-186*	4.927217448
hsa-miR-187	4.706981112
hsa-miR-187*	5.263601045
hsa-miR-188-3p	4.592364845
hsa-miR-188-5p	9.699400237
hsa-miR-18a	5.007602193
hsa-miR-18a*	4.691448619
hsa-miR-18b	4.54953382
hsa-miR-18b*	4.812421053
hsa-miR-190	4.588466937
hsa-miR-190b	4.683339277
hsa-miR-191	4.663680396
hsa-miR-191*	5.25020877
hsa-miR-192	13.56961579
hsa-miR-192*	7.247584809
hsa-miR-193a-3p	8.494705161
hsa-miR-193a-5p	7.358563129
hsa-miR-193b	6.705767255
hsa-miR-193b*	5.7153639
hsa-miR-194	13.83527249
hsa-miR-194*	6.216923037
hsa-miR-195	9.078906581
hsa-miR-195*	5.296796385
hsa-miR-196a	6.52616811
hsa-miR-196a*	4.568397566
hsa-miR-196b	7.059517319
hsa-miR-197	6.198171771
hsa-miR-198	6.218857336
hsa-miR-199a-5p	11.06935769
hsa-miR-199b-3p	9.783826315
hsa-miR-199b-5p	6.530089482
hsa-miR-19a	8.654736342
hsa-miR-19a*	4.606632856
hsa-miR-19b	12.52612329
hsa-miR-19b-1*	4.720196927
hsa-miR-19b-2*	4.741668302
hsa-miR-200a	7.824366561
hsa-miR-200a*	6.317030301
hsa-miR-200b	11.27610403
hsa-miR-200b*	6.415511628
hsa-miR-200c	11.28688039
hsa-miR-200c*	5.184600897
hsa-miR-202	9.792768867
hsa-miR-202*	4.775100492
hsa-miR-203	4.101814664
hsa-miR-204	5.023049999
hsa-miR-205	4.453675639
hsa-miR-206	5.008869807
hsa-miR-208a	4.52536489
hsa-miR-208b	4.55744495
hsa-miR-20a	7.506980968
hsa-miR-20a*	4.185638771
hsa-miR-20b	6.124964681
hsa-miR-20b*	4.576123324
hsa-miR-21	14.52748726
hsa-miR-21*	10.10901465
hsa-miR-210	9.64208552
hsa-miR-211	4.806547155
hsa-miR-212	6.822269917
hsa-miR-214	9.197938672
hsa-miR-214*	5.687645808
hsa-miR-215	12.53013915
hsa-miR-216a	4.72636326
hsa-miR-216b	4.526995374
hsa-miR-217	4.573357122
hsa-miR-218	5.338052774
hsa-miR-218-1*	4.531669737
hsa-miR-218-2*	4.501203217
hsa-miR-219-1-3p	4.590028521
hsa-miR-219-2-3p	4.587799844
hsa-miR-219-5p	4.615438596
hsa-miR-22	15.35775121
hsa-miR-22*	5.09106977
hsa-miR-220a	4.622304773
hsa-miR-220b	4.593724536
hsa-miR-220c	4.728069016
hsa-miR-221	6.441862782
hsa-miR-221*	4.754279109
hsa-miR-222	8.424028943
hsa-miR-222*	4.580780581
hsa-miR-223	11.3274849
hsa-miR-223*	4.739544842
hsa-miR-224	4.460551575
hsa-miR-23a	11.5251409
hsa-miR-23a*	5.495842239
hsa-miR-23b	11.0703534
hsa-miR-23b*	4.808465893
hsa-miR-24	13.21118046
hsa-miR-24-1*	5.418954813
hsa-miR-24-2*	4.589644813
hsa-miR-25	9.188514885
hsa-miR-25*	4.585664673
hsa-miR-26a	12.8597308
hsa-miR-26a-1*	4.664641628
hsa-miR-26a-2*	4.792994162
hsa-miR-26b	7.633204579
hsa-miR-26b*	4.681812332
hsa-miR-27a	11.55531144
hsa-miR-27a*	4.743883711
hsa-miR-27b	11.30067362
hsa-miR-27b*	4.774684776
hsa-miR-28-3p	7.048041863
hsa-miR-28-5p	7.57087591
hsa-miR-296-3p	4.602438018
hsa-miR-296-5p	5.378155601
hsa-miR-297	4.614406745
hsa-miR-298	4.624557371
hsa-miR-299-3p	5.784914572
hsa-miR-299-5p	5.43070028
hsa-miR-29a	11.89853989
hsa-miR-29a*	4.451468189
hsa-miR-29b	10.2023929
hsa-miR-29b-1*	4.475629226
hsa-miR-29b-2*	4.564662554
hsa-miR-29c	12.26829081
hsa-miR-29c*	6.312870049
hsa-miR-300	4.653470097
hsa-miR-301a	5.583268286
hsa-miR-301b	4.841489016
hsa-miR-302a	4.753092139
hsa-miR-302a*	4.720714368
hsa-miR-302b	4.73176717
hsa-miR-302b*	4.65010106
hsa-miR-302c	4.65670692
hsa-miR-302c*	4.720881461
hsa-miR-302d	4.658159498
hsa-miR-302d*	4.566642774
hsa-miR-30a	12.42979615
hsa-miR-30a*	7.645352777
hsa-miR-30b	9.474357424
hsa-miR-30b*	5.163002879
hsa-miR-30c	8.96490797
hsa-miR-30c-1*	4.874372551
hsa-miR-30c-2*	5.386305912
hsa-miR-30d	12.48884457
hsa-miR-30d*	5.355019851
hsa-miR-30e	10.14281374
hsa-miR-30e*	5.936797462
hsa-miR-31	8.577945574
hsa-miR-31*	4.991513217
hsa-miR-32	3.991100984
hsa-miR-32*	5.00405537
hsa-miR-320	11.60667651
hsa-miR-323-3p	4.845170705
hsa-miR-323-5p	4.544339248
hsa-miR-324-3p	10.07526991
hsa-miR-324-5p	7.484970853
hsa-miR-325	4.659737003
hsa-miR-326	5.034803007
hsa-miR-328	5.110093445
hsa-miR-329	4.798462443
hsa-miR-330-3p	5.921043529
hsa-miR-330-5p	4.631820042
hsa-miR-331-3p	8.691009014
hsa-miR-331-5p	4.888146482
hsa-miR-335	4.628913707
hsa-miR-335*	4.174004179
hsa-miR-337-3p	4.830109761
hsa-miR-337-5p	6.183824983
hsa-miR-338-3p	9.363195357
hsa-miR-338-5p	5.198426034
hsa-miR-339-3p	5.570786138
hsa-miR-339-5p	4.846822361
hsa-miR-33a	5.93036986
hsa-miR-33a*	4.575784152
hsa-miR-33b	4.910460236
hsa-miR-33b*	5.068276716
hsa-miR-340	5.424612205
hsa-miR-340*	4.483220015
hsa-miR-342-3p	10.82871444
hsa-miR-342-5p	5.637840935
hsa-miR-345	5.229883933
hsa-miR-346	4.650155047
hsa-miR-34a	8.761844524
hsa-miR-34a*	4.627463153
hsa-miR-34b	5.151091032
hsa-miR-34b*	5.944129647
hsa-miR-34c-3p	4.658436665
hsa-miR-34c-5p	4.812365162
hsa-miR-361-3p	6.00912581
hsa-miR-361-5p	7.80162508
hsa-miR-362-3p	4.706795754
hsa-miR-362-5p	7.331427144
hsa-miR-363	6.204238007
hsa-miR-363*	4.576280904
hsa-miR-365	7.303573249
hsa-miR-367	4.752073511
hsa-miR-367*	4.655361385
hsa-miR-369-3p	4.674842214
hsa-miR-369-5p	4.873930466
hsa-miR-370	6.287105877
hsa-miR-371-3p	4.739083187
hsa-miR-371-5p	6.171640471
hsa-miR-372	4.64048145
hsa-miR-373	5.28604445
hsa-miR-373*	5.200611501
hsa-miR-374a	6.538821515
hsa-miR-374a*	4.680846003
hsa-miR-374b	7.252980253
hsa-miR-374b*	4.622623975
hsa-miR-375	11.28766012
hsa-miR-376a	8.7182482
hsa-miR-376a*	4.915774373
hsa-miR-376b	5.145627886
hsa-miR-376c	9.099754227
hsa-miR-377	8.709786354
hsa-miR-377*	4.879350189
hsa-miR-378	10.89876931
hsa-miR-378*	6.063984283
hsa-miR-379	7.49828074
hsa-miR-379*	4.605785232
hsa-miR-380	4.718807927
hsa-miR-380*	4.56436813
hsa-miR-381	7.996373478
hsa-miR-382	5.79778623
hsa-miR-383	4.821279316
hsa-miR-384	4.656940133
hsa-miR-409-3p	6.722709398
hsa-miR-409-5p	4.884179768
hsa-miR-410	6.9627995
hsa-miR-411	5.435759297
hsa-miR-411*	4.683377221
hsa-miR-412	4.594875338
hsa-miR-421	4.748193961
hsa-miR-422a	5.493859792
hsa-miR-423-3p	5.17040161
hsa-miR-423-5p	7.625194643
hsa-miR-424	7.80816147
hsa-miR-424*	5.114233803
hsa-miR-425	8.273779146
hsa-miR-425*	5.255086284
hsa-miR-429	7.620120337
hsa-miR-431	5.175223204
hsa-miR-431*	6.266641386
hsa-miR-432	5.573531801
hsa-miR-432*	4.662042864
hsa-miR-433	4.704868675
hsa-miR-448	4.589255086
hsa-miR-449a	3.733509139
hsa-miR-449b	4.536992309
hsa-miR-450a	4.68089148
hsa-miR-450b-3p	4.714473165
hsa-miR-450b-5p	4.68250066
hsa-miR-451	13.110518
hsa-miR-452	6.013982155
hsa-miR-452*	4.539594169
hsa-miR-453	4.574988663
hsa-miR-454	4.455781531
hsa-miR-454*	4.704566078
hsa-miR-455-3p	6.590098185
hsa-miR-455-5p	5.488772714
hsa-miR-483-3p	5.61951788
hsa-miR-483-5p	9.256339166
hsa-miR-484	6.304334562
hsa-miR-485-3p	4.993561115
hsa-miR-485-5p	4.72412105
hsa-miR-486-3p	4.553314293
hsa-miR-486-5p	9.626035944
hsa-miR-487a	4.87499233
hsa-miR-487b	7.515783509
hsa-miR-488	4.690956941
hsa-miR-488*	4.580536204
hsa-miR-489	4.70234531
hsa-miR-490-3p	7.688734025
hsa-miR-490-5p	6.242411061
hsa-miR-491-3p	4.759496974
hsa-miR-491-5p	4.707241946
hsa-miR-492	4.993233409
hsa-miR-493	5.022155466
hsa-miR-493*	5.014202794
hsa-miR-494	13.13193097
hsa-miR-495	5.269855463
hsa-miR-496	4.571745986
hsa-miR-497	10.18070409
hsa-miR-497*	4.612906422
hsa-miR-498	5.319402745
hsa-miR-499-3p	4.576706883
hsa-miR-499-5p	4.61465195
hsa-miR-500	6.573947979
hsa-miR-500*	6.361039047
hsa-miR-501-3p	5.104956293
hsa-miR-501-5p	5.762495266
hsa-miR-502-3p	6.590705575
hsa-miR-502-5p	4.886593399
hsa-miR-503	6.738296887
hsa-miR-504	4.588549957
hsa-miR-505	5.506968017
hsa-miR-505*	4.608440801
hsa-miR-506	4.672239056
hsa-miR-507	4.633858045
hsa-miR-508-3p	4.671264395
hsa-miR-508-5p	4.894601801
hsa-miR-509-3-5p	4.668190225
hsa-miR-509-3p	4.708105335
hsa-miR-509-5p	4.69443392
hsa-miR-510	4.761159314
hsa-miR-511	4.698442196
hsa-miR-512-3p	5.438729189
hsa-miR-512-5p	4.713698159
hsa-miR-513a-3p	4.770420149
hsa-miR-513a-5p	6.585026777
hsa-miR-513b	6.438424592
hsa-miR-513c	6.315522528
hsa-miR-514	4.809923321
hsa-miR-515-3p	4.76761881
hsa-miR-515-5p	4.700675578
hsa-miR-516a-3p	4.714845945
hsa-miR-516a-5p	5.803803877
hsa-miR-516b	4.999613995
hsa-miR-517*	4.802365702
hsa-miR-517a	4.608022898
hsa-miR-517b	4.716992749
hsa-miR-517c	4.788988258
hsa-miR-518a-3p	4.700533613
hsa-miR-518b	4.671348909
hsa-miR-518c	4.763273313
hsa-miR-518c*	6.290484319
hsa-miR-518d-3p	4.761677317
hsa-miR-518d-5p	4.826032217
hsa-miR-518e	4.679339869
hsa-miR-518e*	4.765956656
hsa-miR-518f	4.732211088
hsa-miR-518f*	4.786259328
hsa-miR-519a	4.661672255
hsa-miR-519b-3p	4.753079574
hsa-miR-519c-3p	4.704104355
hsa-miR-519d	4.81443358
hsa-miR-519e	4.773323111
hsa-miR-519e*	5.44176577
hsa-miR-520a-3p	4.781792435
hsa-miR-520a-5p	4.619973465
hsa-miR-520b	5.006042917
hsa-miR-520c-3p	4.805305225
hsa-miR-520d-3p	4.853696451
hsa-miR-520d-5p	4.755853368
hsa-miR-520e	4.874236769
hsa-miR-520f	4.822507897
hsa-miR-520g	4.81537923
hsa-miR-520h	4.757322524
hsa-miR-521	4.717370833
hsa-miR-522	4.749019512
hsa-miR-523	4.7082667
hsa-miR-524-3p	4.71935825
hsa-miR-524-5p	4.739778884
hsa-miR-525-3p	4.711255992
hsa-miR-525-5p	4.839716711
hsa-miR-526b	5.240483189
hsa-miR-526b*	4.72928718
hsa-miR-527	4.65274351
hsa-miR-532-3p	6.089237576
hsa-miR-532-5p	7.13897278
hsa-miR-539	4.911109661
hsa-miR-541	4.532705253
hsa-miR-541*	4.65720364
hsa-miR-542-3p	5.865457863
hsa-miR-542-5p	6.161520149
hsa-miR-543	4.923872316
hsa-miR-544	4.698910793
hsa-miR-545	4.90871583
hsa-miR-545*	4.65106771
hsa-miR-548a-3p	4.68342169
hsa-miR-548a-5p	4.67436063
hsa-miR-548b-3p	4.724621357
hsa-miR-548b-5p	4.684909249
hsa-miR-548c-3p	4.812072634
hsa-miR-548c-5p	4.77191516
hsa-miR-548d-3p	4.723006505
hsa-miR-548d-5p	4.720544635
hsa-miR-549	4.571389552
hsa-miR-550	5.571101314
hsa-miR-550*	5.077814824
hsa-miR-551a	4.671189674
hsa-miR-551b	5.338041236
hsa-miR-551b*	4.62890133
hsa-miR-552	4.647579798
hsa-miR-553	4.709312183
hsa-miR-554	4.593744184
hsa-miR-555	4.596508338
hsa-miR-556-3p	4.752570729
hsa-miR-556-5p	4.583228417
hsa-miR-557	7.074148629
hsa-miR-558	4.591696844
hsa-miR-559	4.592292261
hsa-miR-561	4.676548117
hsa-miR-562	4.645392281
hsa-miR-563	4.682329841
hsa-miR-564	6.738291099
hsa-miR-566	4.745129971
hsa-miR-567	4.602226115
hsa-miR-568	4.614168084
hsa-miR-569	4.599313723
hsa-miR-570	4.593524102
hsa-miR-571	4.641742153
hsa-miR-572	9.342834157
hsa-miR-573	4.569959694
hsa-miR-574-3p	7.674764435
hsa-miR-574-5p	8.310918916
hsa-miR-575	9.865429858
hsa-miR-576-3p	4.705794038
hsa-miR-576-5p	4.835384963
hsa-miR-577	4.587665606
hsa-miR-578	4.612296815
hsa-miR-579	4.594817586
hsa-miR-580	4.541080221
hsa-miR-581	4.633466124
hsa-miR-582-3p	4.844057443
hsa-miR-582-5p	4.693113766
hsa-miR-583	4.788665041
hsa-miR-584	5.842722172
hsa-miR-585	4.651800971
hsa-miR-586	4.748953932
hsa-miR-587	4.584600829
hsa-miR-588	4.544811229
hsa-miR-589	4.633616214
hsa-miR-589*	4.573782848
hsa-miR-590-3p	4.645259457
hsa-miR-590-5p	5.22152134
hsa-miR-591	4.684577508
hsa-miR-592	4.587329872
hsa-miR-593	4.696274638
hsa-miR-593*	4.588958606
hsa-miR-595	4.88191304
hsa-miR-596	4.58352379
hsa-miR-597	4.655549127
hsa-miR-598	4.486567593
hsa-miR-599	4.570343951
hsa-miR-600	4.619590212
hsa-miR-601	6.860499731
hsa-miR-602	5.542289389
hsa-miR-603	4.690329883
hsa-miR-604	4.583760337
hsa-miR-605	6.23943892
hsa-miR-606	4.61112946
hsa-miR-607	4.606988054
hsa-miR-608	4.627410356
hsa-miR-609	4.763221584
hsa-miR-610	5.436493939
hsa-miR-611	4.624154438
hsa-miR-612	4.70827667
hsa-miR-613	4.702782966
hsa-miR-614	4.69664974
hsa-miR-615-3p	4.848123966
hsa-miR-615-5p	4.519473561
hsa-miR-616	4.602041692
hsa-miR-616*	4.637388794
hsa-miR-617	5.073815901
hsa-miR-618	4.795132737
hsa-miR-619	4.624072664
hsa-miR-620	4.542949291
hsa-miR-621	4.567882445
hsa-miR-622	6.540114671
hsa-miR-623	6.349042594
hsa-miR-624	4.631126088
hsa-miR-624*	4.74850422
hsa-miR-625	4.981911438
hsa-miR-625*	4.798343469
hsa-miR-626	4.602294953
hsa-miR-627	6.120657107
hsa-miR-628-3p	5.370229191
hsa-miR-628-5p	4.632559084
hsa-miR-629	5.177744782
hsa-miR-629*	5.108244211
hsa-miR-630	8.252831038
hsa-miR-631	4.753765769
hsa-miR-632	4.767832058
hsa-miR-633	4.56571158
hsa-miR-634	4.880376028
hsa-miR-635	4.59622463
hsa-miR-636	4.985577642
hsa-miR-637	4.67783427
hsa-miR-638	13.60837313
hsa-miR-639	4.632191058
hsa-miR-640	4.662996884
hsa-miR-641	4.552943605
hsa-miR-642	4.672716451
hsa-miR-643	4.569359757
hsa-miR-644	4.601684378
hsa-miR-645	4.580793491
hsa-miR-646	4.635529074
hsa-miR-647	4.66482452
hsa-miR-648	4.814563258
hsa-miR-649	4.608166291
hsa-miR-650	5.915244011
hsa-miR-651	4.566539764
hsa-miR-652	5.477593135
hsa-miR-653	4.658465067
hsa-miR-654-3p	5.994899437
hsa-miR-654-5p	4.781742819
hsa-miR-655	4.71418029
hsa-miR-656	4.700463732
hsa-miR-657	4.624433385
hsa-miR-658	4.607091809
hsa-miR-659	5.733079179
hsa-miR-660	6.30877595
hsa-miR-661	4.615211705
hsa-miR-662	5.025615387
hsa-miR-663	6.905576064
hsa-miR-665	5.917641571
hsa-miR-668	4.637900094
hsa-miR-671-3p	4.584043517
hsa-miR-671-5p	7.639834294
hsa-miR-675	4.590815866
hsa-miR-7	4.98335834
hsa-miR-7-1*	4.433309425
hsa-miR-7-2*	4.683281764
hsa-miR-708	4.724940796
hsa-miR-708*	4.546934062
hsa-miR-744	5.250236561
hsa-miR-744*	4.806218962
hsa-miR-758	4.913579181
hsa-miR-760	5.551815188
hsa-miR-765	6.723173829
hsa-miR-766	5.413433932
hsa-miR-767-3p	4.786378915
hsa-miR-767-5p	4.657325642
hsa-miR-768-3p	12.03634585
hsa-miR-768-5p	7.214082785
hsa-miR-769-3p	5.056987712
hsa-miR-769-5p	6.265986688
hsa-miR-770-5p	6.369850556
hsa-miR-801	9.748786887
hsa-miR-802	4.659725354
hsa-miR-873	4.575837345
hsa-miR-874	7.141746675
hsa-miR-875-3p	4.63640168
hsa-miR-875-5p	4.690904109
hsa-miR-876-3p	4.601864432
hsa-miR-876-5p	4.609980447
hsa-miR-877	5.731365507
hsa-miR-877*	5.346494362
hsa-miR-885-3p	4.596006763
hsa-miR-885-5p	4.051895163
hsa-miR-886-3p	8.688786031
hsa-miR-886-5p	4.635349404
hsa-miR-887	5.516210781
hsa-miR-888	4.513095787
hsa-miR-888*	4.619988928
hsa-miR-889	4.63376091
hsa-miR-890	4.552005145
hsa-miR-891a	4.585911673
hsa-miR-891b	4.688546494
hsa-miR-892a	4.712857334
hsa-miR-892b	6.00186668
hsa-miR-9	4.575191591
hsa-miR-9*	4.772236998
hsa-miR-920	4.569100484
hsa-miR-921	4.71444033
hsa-miR-922	4.502446448
hsa-miR-923	16.39084773
hsa-miR-924	4.706745057
hsa-miR-92a	9.782363506
hsa-miR-92a-1*	4.552888442
hsa-miR-92a-2*	4.66505404
hsa-miR-92b	4.593399932
hsa-miR-92b*	4.52237116
hsa-miR-93	8.545487678
hsa-miR-93*	4.688957121
hsa-miR-933	5.035029917
hsa-miR-934	4.690845077
hsa-miR-935	4.569213888
hsa-miR-936	5.382864741
hsa-miR-937	4.718504539
hsa-miR-938	4.585749279
hsa-miR-939	10.10128394
hsa-miR-940	7.997751462
hsa-miR-941	4.56585971
hsa-miR-942	4.745120668
hsa-miR-943	4.561162591
hsa-miR-944	4.615705157
hsa-miR-95	4.570307306
hsa-miR-96	4.232473231
hsa-miR-96*	4.594893745
hsa-miR-98	4.974793509
hsa-miR-99a	8.502425364
hsa-miR-99a*	4.503391262
hsa-miR-99b	9.810463865
hsa-miR-99b*	5.024402184
hsv1-miR-H1	6.89947401
hsv1-miR-LAT	8.937980219
hur_1	16.83677694
hur_2	17.65617419
hur_4	12.27618784
hur_5	10.52346524
hur_6	13.99634579
kshv-miR-K12-1	4.558559628
kshv-miR-K12-10a	4.919578033
kshv-miR-K12-11	4.617255896
kshv-miR-K12-12	4.957633069
kshv-miR-K12-2	4.620412731
kshv-miR-K12-3	10.65106342
kshv-miR-K12-3*	4.493025262
kshv-miR-K12-4-3p	4.541779543
kshv-miR-K12-4-5p	4.574526021
kshv-miR-K12-5	4.572647582
kshv-miR-K12-6-3p	4.60729304
kshv-miR-K12-6-5p	4.593042258
kshv-miR-K12-7	5.206826982
kshv-miR-K12-8	4.854187266
kshv-miR-K12-9	4.508395669
kshv-miR-K12-9*	4.6048105
miRNABrightCorner30	9.686896597
mr_1	13.258766
NC1_00000197	4.899956031
NC1_00000215	4.854052461
NC2_00079215	4.90089276
NC2_00092197	4.905165284
NC2_00106057	4.920227913
NC2_00122731	4.879054169
NegativeControl	4.840714595
SCorner3	11.6245335
