Hybridization REF	TCGA-01-0631-11A-01T-0364-07
hsa-miR-1227	5.104270321
hsa-miR-1228	5.981479103
hsa-miR-1228*	5.185500096
hsa-miR-1229	5.754380131
hsa-miR-1231	4.542420238
hsa-miR-1233	5.148618769
hsa-miR-1234	5.581203559
hsa-miR-1236	5.078192252
hsa-miR-1237	4.860691032
hsa-miR-1238	4.908447908
hsa-miR-124	4.65792708
hsa-miR-124*	4.611091503
hsa-miR-125a-3p	10.15886476
hsa-miR-125a-5p	7.257651037
hsa-miR-125b	13.0785918
hsa-miR-125b-1*	5.192744901
hsa-miR-125b-2*	7.547111415
hsa-miR-126	9.222605844
hsa-miR-126*	4.236519165
hsa-miR-127-3p	9.491196991
hsa-miR-127-5p	4.824288905
hsa-miR-128	5.213093322
hsa-miR-129-3p	5.398832253
hsa-miR-129-5p	5.986334166
hsa-miR-129*	5.93035207
hsa-miR-130a	10.19838147
hsa-miR-130a*	4.616843683
hsa-miR-130b	8.764274939
hsa-miR-130b*	4.873186417
hsa-miR-132	7.144308671
hsa-miR-132*	4.635784913
hsa-miR-133a	5.901124147
hsa-miR-133b	7.283396981
hsa-miR-134	9.758329256
hsa-miR-135a	2.719461811
hsa-miR-135a*	9.734191356
hsa-miR-135b	4.177481813
hsa-miR-135b*	4.965313688
hsa-miR-136	9.515366843
hsa-miR-136*	5.626744358
hsa-miR-137	4.579178121
hsa-miR-138	4.735066069
hsa-miR-138-1*	4.916814794
hsa-miR-138-2*	4.801540708
hsa-miR-139-3p	7.30212643
hsa-miR-139-5p	7.457520423
hsa-miR-140-3p	11.76704851
hsa-miR-140-5p	5.255622399
hsa-miR-141	14.87172968
hsa-miR-141*	4.102600123
hsa-miR-142-3p	5.669015198
hsa-miR-142-5p	9.826380107
hsa-miR-143	7.025125469
hsa-miR-143*	8.578619269
hsa-miR-144	13.63446779
hsa-miR-144*	4.745389428
hsa-miR-145	13.61299347
hsa-miR-145*	6.720682523
hsa-miR-146a	5.200550572
hsa-miR-146a*	4.824077829
hsa-miR-146b-3p	4.969548372
hsa-miR-146b-5p	4.713087902
hsa-miR-147	4.612906813
hsa-miR-147b	4.992315439
hsa-miR-148a	7.365881828
hsa-miR-148a*	5.324565027
hsa-miR-148b	5.885285404
hsa-miR-148b*	5.216225195
hsa-miR-149	4.448267785
hsa-miR-149*	5.031659763
hsa-miR-150	6.682692601
hsa-miR-150*	8.628721617
hsa-miR-151-3p	10.74340807
hsa-miR-151-5p	6.789149887
hsa-miR-152	6.592640148
hsa-miR-153	4.462010068
hsa-miR-154	5.128338987
hsa-miR-154*	5.035625595
hsa-miR-155	5.526614725
hsa-miR-155*	4.786020381
hsa-miR-15a	5.522544782
hsa-miR-15a*	4.729517363
hsa-miR-15b	5.931860468
hsa-miR-15b*	5.106157919
hsa-miR-16	5.445608254
hsa-miR-16-1*	4.6048014
hsa-miR-16-2*	4.443342409
hsa-miR-17	6.980921901
hsa-miR-17*	8.191675364
hsa-miR-181a	12.23125445
hsa-miR-181a-2*	4.712469328
hsa-miR-181a*	4.802064951
hsa-miR-181b	9.348114363
hsa-miR-181c	8.247018394
hsa-miR-181c*	5.744359233
hsa-miR-181d	7.088939056
hsa-miR-182	4.111776688
hsa-miR-182*	4.503735841
hsa-miR-183	4.426938785
hsa-miR-183*	4.893502276
hsa-miR-184	6.247630438
hsa-miR-185	8.276790793
hsa-miR-185*	4.55723762
hsa-miR-186	8.029362824
hsa-miR-186*	5.233922798
hsa-miR-187	5.237270156
hsa-miR-187*	4.852914912
hsa-miR-188-3p	4.604667964
hsa-miR-188-5p	11.4566013
hsa-miR-18a	3.99132803
hsa-miR-18a*	5.13359337
hsa-miR-18b	4.354727508
hsa-miR-18b*	5.112666492
hsa-miR-190	4.579396642
hsa-miR-190b	4.667480116
hsa-miR-191	4.426762781
hsa-miR-191*	4.82722175
hsa-miR-192	4.688785178
hsa-miR-192*	4.937934539
hsa-miR-193a-3p	8.085617613
hsa-miR-193a-5p	8.522064724
hsa-miR-193b	6.094840515
hsa-miR-193b*	5.760643286
hsa-miR-194	5.955964365
hsa-miR-194*	5.368580254
hsa-miR-195	7.910842389
hsa-miR-195*	6.279191215
hsa-miR-196a	4.847658838
hsa-miR-196a*	4.633732268
hsa-miR-196b	5.111521883
hsa-miR-197	4.535188588
hsa-miR-198	6.059125721
hsa-miR-199a-5p	10.8807518
hsa-miR-199b-3p	7.194164631
hsa-miR-199b-5p	4.945271726
hsa-miR-19a	8.048780611
hsa-miR-19a*	4.697763815
hsa-miR-19b	12.67468009
hsa-miR-19b-1*	4.616068359
hsa-miR-19b-2*	4.749578324
hsa-miR-200a	6.651915735
hsa-miR-200a*	4.820754447
hsa-miR-200b	10.16453804
hsa-miR-200b*	4.529308289
hsa-miR-200c	11.35763082
hsa-miR-200c*	4.469555371
hsa-miR-202	9.04228026
hsa-miR-202*	4.741559794
hsa-miR-203	4.964284252
hsa-miR-204	6.093924261
hsa-miR-205	5.366220319
hsa-miR-206	4.630812195
hsa-miR-208a	4.562308506
hsa-miR-208b	5.231554518
hsa-miR-20a	5.027488666
hsa-miR-20a*	4.107328932
hsa-miR-20b	4.926185401
hsa-miR-20b*	4.64506508
hsa-miR-21	12.87788757
hsa-miR-21*	11.15880695
hsa-miR-210	11.51800509
hsa-miR-211	5.165890739
hsa-miR-212	6.436687527
hsa-miR-214	7.951764991
hsa-miR-214*	5.258720622
hsa-miR-215	4.378669956
hsa-miR-216a	5.33523404
hsa-miR-216b	4.781276992
hsa-miR-217	5.064778877
hsa-miR-218	4.212111302
hsa-miR-218-1*	4.558796146
hsa-miR-218-2*	4.571552484
hsa-miR-219-1-3p	4.734241577
hsa-miR-219-2-3p	4.903360646
hsa-miR-219-5p	4.835615594
hsa-miR-22	14.81021311
hsa-miR-22*	4.440316973
hsa-miR-220a	4.653270689
hsa-miR-220b	4.677542905
hsa-miR-220c	4.80518002
hsa-miR-221	5.197751863
hsa-miR-221*	4.791304087
hsa-miR-222	9.275175175
hsa-miR-222*	4.693842086
hsa-miR-223	7.598279067
hsa-miR-223*	4.76415385
hsa-miR-224	4.114760363
hsa-miR-23a	11.18441637
hsa-miR-23a*	5.590445024
hsa-miR-23b	10.85457154
hsa-miR-23b*	4.805007674
hsa-miR-24	12.71304453
hsa-miR-24-1*	5.149389734
hsa-miR-24-2*	4.572213193
hsa-miR-25	9.143481779
hsa-miR-25*	4.56915539
hsa-miR-26a	12.68373394
hsa-miR-26a-1*	4.554249948
hsa-miR-26a-2*	4.679104761
hsa-miR-26b	4.895713906
hsa-miR-26b*	4.784002271
hsa-miR-27a	10.56907358
hsa-miR-27a*	5.080340664
hsa-miR-27b	11.06324704
hsa-miR-27b*	5.225389122
hsa-miR-28-3p	5.964910062
hsa-miR-28-5p	5.120543861
hsa-miR-296-3p	4.55704226
hsa-miR-296-5p	6.159700807
hsa-miR-297	4.731996735
hsa-miR-298	4.801088799
hsa-miR-299-3p	5.119923895
hsa-miR-299-5p	5.149751987
hsa-miR-29a	12.05224412
hsa-miR-29a*	4.976817226
hsa-miR-29b	9.4401912
hsa-miR-29b-1*	4.423119034
hsa-miR-29b-2*	4.577928189
hsa-miR-29c	12.32192345
hsa-miR-29c*	5.846053374
hsa-miR-300	4.760596577
hsa-miR-301a	4.445662411
hsa-miR-301b	4.930616444
hsa-miR-302a	5.779703396
hsa-miR-302a*	4.640158278
hsa-miR-302b	5.443108083
hsa-miR-302b*	4.931381384
hsa-miR-302c	4.737356393
hsa-miR-302c*	5.109790036
hsa-miR-302d	4.568727063
hsa-miR-302d*	5.648704159
hsa-miR-30a	13.24848999
hsa-miR-30a*	7.919058288
hsa-miR-30b	9.166805731
hsa-miR-30b*	4.797397452
hsa-miR-30c	8.42922258
hsa-miR-30c-1*	5.25982253
hsa-miR-30c-2*	4.606049059
hsa-miR-30d	14.00230818
hsa-miR-30d*	5.31048048
hsa-miR-30e	11.00531482
hsa-miR-30e*	4.594039486
hsa-miR-31	5.529246381
hsa-miR-31*	4.103335602
hsa-miR-32	4.742777344
hsa-miR-32*	4.494244668
hsa-miR-320	12.13245165
hsa-miR-323-3p	6.490754854
hsa-miR-323-5p	4.683262591
hsa-miR-324-3p	9.688760048
hsa-miR-324-5p	5.70497519
hsa-miR-325	4.86211143
hsa-miR-326	4.630495632
hsa-miR-328	6.122827135
hsa-miR-329	4.625290869
hsa-miR-330-3p	4.870940735
hsa-miR-330-5p	4.677682073
hsa-miR-331-3p	8.210284677
hsa-miR-331-5p	4.744398314
hsa-miR-335	4.469330832
hsa-miR-335*	4.007611743
hsa-miR-337-3p	5.174319348
hsa-miR-337-5p	5.221534507
hsa-miR-338-3p	5.630758619
hsa-miR-338-5p	4.831062336
hsa-miR-339-3p	5.173756643
hsa-miR-339-5p	5.242725093
hsa-miR-33a	5.835181892
hsa-miR-33a*	4.776242539
hsa-miR-33b	5.36523289
hsa-miR-33b*	5.337601042
hsa-miR-340	4.349393236
hsa-miR-340*	4.614615754
hsa-miR-342-3p	10.64855293
hsa-miR-342-5p	5.156362338
hsa-miR-345	4.968289204
hsa-miR-346	5.057945963
hsa-miR-34a	8.966748454
hsa-miR-34a*	4.460843949
hsa-miR-34b	8.793790529
hsa-miR-34b*	10.31325546
hsa-miR-34c-3p	7.149030928
hsa-miR-34c-5p	8.665918591
hsa-miR-361-3p	7.499383433
hsa-miR-361-5p	8.501407192
hsa-miR-362-3p	5.311936311
hsa-miR-362-5p	6.547146589
hsa-miR-363	5.254008797
hsa-miR-363*	4.556830571
hsa-miR-365	5.51170922
hsa-miR-367	4.798778589
hsa-miR-367*	6.509069757
hsa-miR-369-3p	4.835865132
hsa-miR-369-5p	4.739665353
hsa-miR-370	6.843805097
hsa-miR-371-3p	4.768029883
hsa-miR-371-5p	5.70711002
hsa-miR-372	4.494911468
hsa-miR-373	4.79164247
hsa-miR-373*	5.062262458
hsa-miR-374a	5.280912238
hsa-miR-374a*	5.275491499
hsa-miR-374b	5.059891714
hsa-miR-374b*	4.540942591
hsa-miR-375	7.958253454
hsa-miR-376a	10.08958626
hsa-miR-376a*	5.291210411
hsa-miR-376b	5.788250859
hsa-miR-376c	10.66423382
hsa-miR-377	8.80381038
hsa-miR-377*	5.070009816
hsa-miR-378	10.08004185
hsa-miR-378*	4.157576035
hsa-miR-379	7.975506368
hsa-miR-379*	5.546375332
hsa-miR-380	4.616163808
hsa-miR-380*	4.909212379
hsa-miR-381	8.264670163
hsa-miR-382	5.220286079
hsa-miR-383	5.157231689
hsa-miR-384	4.845073375
hsa-miR-409-3p	5.3490559
hsa-miR-409-5p	5.840595094
hsa-miR-410	5.636836784
hsa-miR-411	5.839917188
hsa-miR-411*	4.713285055
hsa-miR-412	4.525149304
hsa-miR-421	6.329670164
hsa-miR-422a	5.033141289
hsa-miR-423-3p	5.001329754
hsa-miR-423-5p	9.124805375
hsa-miR-424	9.14837444
hsa-miR-424*	7.427294452
hsa-miR-425	8.470739769
hsa-miR-425*	5.339493997
hsa-miR-429	7.942252975
hsa-miR-431	4.754609672
hsa-miR-431*	6.788952031
hsa-miR-432	4.845459773
hsa-miR-432*	4.696628344
hsa-miR-433	5.296737948
hsa-miR-448	4.819552109
hsa-miR-449a	4.775214911
hsa-miR-449b	5.094749399
hsa-miR-450a	4.98275592
hsa-miR-450b-3p	4.533842573
hsa-miR-450b-5p	4.700907477
hsa-miR-451	11.32237931
hsa-miR-452	4.835947811
hsa-miR-452*	4.725665083
hsa-miR-453	4.719496118
hsa-miR-454	4.955800723
hsa-miR-454*	4.815785218
hsa-miR-455-3p	5.649058534
hsa-miR-455-5p	5.537505681
hsa-miR-483-3p	6.360719924
hsa-miR-483-5p	10.71957479
hsa-miR-484	5.027911014
hsa-miR-485-3p	6.677904893
hsa-miR-485-5p	5.312060492
hsa-miR-486-3p	5.102106331
hsa-miR-486-5p	12.0785352
hsa-miR-487a	4.789625278
hsa-miR-487b	7.360253167
hsa-miR-488	5.371017287
hsa-miR-488*	4.51396644
hsa-miR-489	5.562894356
hsa-miR-490-3p	5.021219986
hsa-miR-490-5p	5.027738195
hsa-miR-491-3p	5.081129756
hsa-miR-491-5p	4.64301742
hsa-miR-492	4.609475211
hsa-miR-493	4.971222106
hsa-miR-493*	6.838013323
hsa-miR-494	14.78152141
hsa-miR-495	5.291746206
hsa-miR-496	4.552198953
hsa-miR-497	10.41497209
hsa-miR-497*	4.725378955
hsa-miR-498	5.969602294
hsa-miR-499-3p	5.116053145
hsa-miR-499-5p	5.268226781
hsa-miR-500	6.290857394
hsa-miR-500*	7.795359141
hsa-miR-501-3p	4.907989784
hsa-miR-501-5p	5.130546693
hsa-miR-502-3p	7.445569115
hsa-miR-502-5p	6.371758007
hsa-miR-503	8.38798001
hsa-miR-504	4.583248983
hsa-miR-505	4.812325056
hsa-miR-505*	4.643483227
hsa-miR-506	5.931598952
hsa-miR-507	4.720580908
hsa-miR-508-3p	6.173251074
hsa-miR-508-5p	5.610451119
hsa-miR-509-3-5p	5.604432212
hsa-miR-509-3p	5.630042754
hsa-miR-509-5p	4.693170474
hsa-miR-510	5.065815338
hsa-miR-511	4.732445103
hsa-miR-512-3p	6.947464788
hsa-miR-512-5p	5.255907737
hsa-miR-513a-3p	5.662804489
hsa-miR-513a-5p	7.420709106
hsa-miR-513b	6.931424965
hsa-miR-513c	6.692348069
hsa-miR-514	4.688402713
hsa-miR-515-3p	4.620827052
hsa-miR-515-5p	4.731535366
hsa-miR-516a-3p	4.621484098
hsa-miR-516a-5p	5.74827435
hsa-miR-516b	4.891061895
hsa-miR-517*	4.588129785
hsa-miR-517a	4.668144372
hsa-miR-517b	4.878676173
hsa-miR-517c	4.958153668
hsa-miR-518a-3p	5.232941121
hsa-miR-518b	4.596190336
hsa-miR-518c	4.640496986
hsa-miR-518c*	5.860351306
hsa-miR-518d-3p	4.72399576
hsa-miR-518d-5p	5.209579197
hsa-miR-518e	4.68975318
hsa-miR-518e*	5.716586745
hsa-miR-518f	4.68728958
hsa-miR-518f*	4.705349458
hsa-miR-519a	4.625322383
hsa-miR-519b-3p	4.59713348
hsa-miR-519c-3p	5.704565378
hsa-miR-519d	4.879909587
hsa-miR-519e	4.584304191
hsa-miR-519e*	4.707666678
hsa-miR-520a-3p	4.899591076
hsa-miR-520a-5p	4.709154892
hsa-miR-520b	4.823661768
hsa-miR-520c-3p	5.945160102
hsa-miR-520d-3p	4.769071653
hsa-miR-520d-5p	4.693901286
hsa-miR-520e	4.714009161
hsa-miR-520f	5.247748897
hsa-miR-520g	5.904182458
hsa-miR-520h	5.248660244
hsa-miR-521	4.864070861
hsa-miR-522	5.323377942
hsa-miR-523	4.756203547
hsa-miR-524-3p	4.68578358
hsa-miR-524-5p	4.62738745
hsa-miR-525-3p	4.702808844
hsa-miR-525-5p	4.703858376
hsa-miR-526b	4.720143561
hsa-miR-526b*	5.049836327
hsa-miR-527	5.201117786
hsa-miR-532-3p	5.037543142
hsa-miR-532-5p	6.046978598
hsa-miR-539	4.834367245
hsa-miR-541	4.926409682
hsa-miR-541*	5.559661814
hsa-miR-542-3p	5.649506007
hsa-miR-542-5p	6.093362745
hsa-miR-543	4.814264539
hsa-miR-544	5.554509289
hsa-miR-545	4.641153943
hsa-miR-545*	5.039820583
hsa-miR-548a-3p	4.742152449
hsa-miR-548a-5p	4.548744889
hsa-miR-548b-3p	5.404205443
hsa-miR-548b-5p	4.761790826
hsa-miR-548c-3p	4.621777068
hsa-miR-548c-5p	5.060718278
hsa-miR-548d-3p	4.741747668
hsa-miR-548d-5p	4.766527813
hsa-miR-549	5.259133764
hsa-miR-550	5.043252608
hsa-miR-550*	4.392211803
hsa-miR-551a	5.481784496
hsa-miR-551b	5.446268618
hsa-miR-551b*	4.770020553
hsa-miR-552	4.721671871
hsa-miR-553	4.667444522
hsa-miR-554	4.791453655
hsa-miR-555	4.861798429
hsa-miR-556-3p	4.683127632
hsa-miR-556-5p	4.636189025
hsa-miR-557	8.628097059
hsa-miR-558	5.24280598
hsa-miR-559	4.575968866
hsa-miR-561	4.703122266
hsa-miR-562	5.094037035
hsa-miR-563	5.082871128
hsa-miR-564	6.641127487
hsa-miR-566	4.902506241
hsa-miR-567	4.632014813
hsa-miR-568	4.523316807
hsa-miR-569	4.588935831
hsa-miR-570	5.206886394
hsa-miR-571	5.174019097
hsa-miR-572	9.687981994
hsa-miR-573	4.538071617
hsa-miR-574-3p	5.851461316
hsa-miR-574-5p	8.356141909
hsa-miR-575	11.01837777
hsa-miR-576-3p	5.004421047
hsa-miR-576-5p	4.740221169
hsa-miR-577	4.713735159
hsa-miR-578	4.631448774
hsa-miR-579	4.759855195
hsa-miR-580	4.860254071
hsa-miR-581	4.629408197
hsa-miR-582-3p	5.053915625
hsa-miR-582-5p	4.710742597
hsa-miR-583	4.778735931
hsa-miR-584	5.899860497
hsa-miR-585	4.959296459
hsa-miR-586	4.73526754
hsa-miR-587	5.570252396
hsa-miR-588	4.663940187
hsa-miR-589	5.818352613
hsa-miR-589*	4.753051438
hsa-miR-590-3p	4.777372418
hsa-miR-590-5p	4.836611408
hsa-miR-591	5.241654293
hsa-miR-592	5.491312409
hsa-miR-593	4.842828415
hsa-miR-593*	4.578449283
hsa-miR-595	4.707650071
hsa-miR-596	4.931739537
hsa-miR-597	4.743184529
hsa-miR-598	4.339764953
hsa-miR-599	4.841890461
hsa-miR-600	4.740034195
hsa-miR-601	6.3087097
hsa-miR-602	4.779423899
hsa-miR-603	5.550256885
hsa-miR-604	5.018039292
hsa-miR-605	4.677553328
hsa-miR-606	4.597247287
hsa-miR-607	4.567974295
hsa-miR-608	6.103161471
hsa-miR-609	4.60307061
hsa-miR-610	5.219434962
hsa-miR-611	4.549822087
hsa-miR-612	4.695784307
hsa-miR-613	4.865205632
hsa-miR-614	5.458012642
hsa-miR-615-3p	4.836065576
hsa-miR-615-5p	4.570042898
hsa-miR-616	4.73230054
hsa-miR-616*	4.765754884
hsa-miR-617	4.909739945
hsa-miR-618	6.324300151
hsa-miR-619	4.58695517
hsa-miR-620	4.712248961
hsa-miR-621	4.580700106
hsa-miR-622	6.847672953
hsa-miR-623	4.884943335
hsa-miR-624	4.890592238
hsa-miR-624*	4.971569069
hsa-miR-625	4.797349455
hsa-miR-625*	5.236386499
hsa-miR-626	4.910847107
hsa-miR-627	5.477613078
hsa-miR-628-3p	4.767522879
hsa-miR-628-5p	4.631836138
hsa-miR-629	5.41785216
hsa-miR-629*	4.960877961
hsa-miR-630	10.12873944
hsa-miR-631	4.519488238
hsa-miR-632	4.633494444
hsa-miR-633	4.787277691
hsa-miR-634	4.893378201
hsa-miR-635	4.886835677
hsa-miR-636	4.736909103
hsa-miR-637	5.222771412
hsa-miR-638	13.79247197
hsa-miR-639	4.706508186
hsa-miR-640	4.86084101
hsa-miR-641	4.656226595
hsa-miR-642	4.765145735
hsa-miR-643	4.619076009
hsa-miR-644	4.74366397
hsa-miR-645	5.383485306
hsa-miR-646	4.595479786
hsa-miR-647	5.210748162
hsa-miR-648	4.652819272
hsa-miR-649	5.177613533
hsa-miR-650	5.043676117
hsa-miR-651	4.967973696
hsa-miR-652	5.376411848
hsa-miR-653	4.870460792
hsa-miR-654-3p	5.17869221
hsa-miR-654-5p	4.788412699
hsa-miR-655	5.283435775
hsa-miR-656	4.445515235
hsa-miR-657	4.825092164
hsa-miR-658	5.362155326
hsa-miR-659	6.476841691
hsa-miR-660	5.093824441
hsa-miR-661	4.589977888
hsa-miR-662	4.782101525
hsa-miR-663	7.673453936
hsa-miR-665	7.803545099
hsa-miR-668	4.973777827
hsa-miR-671-3p	4.711228055
hsa-miR-671-5p	8.561896819
hsa-miR-675	5.309727992
hsa-miR-7	3.694763107
hsa-miR-7-1*	4.241349164
hsa-miR-7-2*	4.734951511
hsa-miR-708	4.51597363
hsa-miR-708*	5.104622211
hsa-miR-744	4.813146257
hsa-miR-744*	4.802408758
hsa-miR-758	5.079547393
hsa-miR-760	5.060623916
hsa-miR-765	7.840779562
hsa-miR-766	4.567425128
hsa-miR-767-3p	4.648544867
hsa-miR-767-5p	5.475522418
hsa-miR-768-3p	12.4600425
hsa-miR-768-5p	6.333331069
hsa-miR-769-3p	4.868504311
hsa-miR-769-5p	6.990308567
hsa-miR-770-5p	5.235024716
hsa-miR-801	11.66381884
hsa-miR-802	4.772321053
hsa-miR-873	4.871671811
hsa-miR-874	9.106092821
hsa-miR-875-3p	5.101477443
hsa-miR-875-5p	4.589827259
hsa-miR-876-3p	4.81473153
hsa-miR-876-5p	4.866600825
hsa-miR-877	4.810631558
hsa-miR-877*	6.081864822
hsa-miR-885-3p	4.662232941
hsa-miR-885-5p	4.110664575
hsa-miR-886-3p	8.815193979
hsa-miR-886-5p	4.678967878
hsa-miR-887	5.126781489
hsa-miR-888	4.496753753
hsa-miR-888*	5.564299252
hsa-miR-889	4.702031612
hsa-miR-890	4.760284051
hsa-miR-891a	4.616761354
hsa-miR-891b	5.264014191
hsa-miR-892a	5.725328315
hsa-miR-892b	4.94106028
hsa-miR-9	4.651016561
hsa-miR-9*	5.073357801
hsa-miR-920	4.741009697
hsa-miR-921	4.711642418
hsa-miR-922	4.799805344
hsa-miR-923	16.70830919
hsa-miR-924	4.824180206
hsa-miR-92a	11.1373868
hsa-miR-92a-1*	4.654639031
hsa-miR-92a-2*	4.764341418
hsa-miR-92b	5.386692631
hsa-miR-92b*	4.992364502
hsa-miR-93	8.707405805
hsa-miR-93*	4.707769202
hsa-miR-933	5.17918712
hsa-miR-934	4.569896901
hsa-miR-935	4.638527074
hsa-miR-936	6.847775056
hsa-miR-937	4.595015607
hsa-miR-938	4.686229302
hsa-miR-939	10.21741123
hsa-miR-940	8.327301797
hsa-miR-941	4.676251348
hsa-miR-942	4.700487871
hsa-miR-943	4.60249404
hsa-miR-944	5.03501777
hsa-miR-95	4.609026058
hsa-miR-96	4.047180564
hsa-miR-96*	4.61764172
hsa-miR-98	5.782826006
hsa-miR-99a	11.00215934
hsa-miR-99a*	5.324457936
hsa-miR-99b	10.95610329
hsa-miR-99b*	5.026201954
hsv1-miR-H1	8.250207619
hsv1-miR-LAT	9.784949391
hur_1	16.53250236
hur_2	17.65755491
hur_4	12.31342687
hur_5	12.06193084
hur_6	14.63639326
kshv-miR-K12-1	4.738122908
kshv-miR-K12-10a	5.081537848
kshv-miR-K12-11	4.756954936
kshv-miR-K12-12	4.657969154
kshv-miR-K12-2	5.221530032
kshv-miR-K12-3	11.71318434
kshv-miR-K12-3*	4.766740157
kshv-miR-K12-4-3p	5.296718517
kshv-miR-K12-4-5p	4.840454316
kshv-miR-K12-5	4.812705955
kshv-miR-K12-6-3p	4.50821613
kshv-miR-K12-6-5p	5.258708225
kshv-miR-K12-7	5.540287436
kshv-miR-K12-8	5.480192001
kshv-miR-K12-9	4.933448689
kshv-miR-K12-9*	4.878902734
miRNABrightCorner30	10.06981624
mr_1	13.57499041
NC1_00000197	4.847183455
NC1_00000215	4.655603339
NC2_00079215	5.504297068
NC2_00092197	4.672287378
NC2_00106057	4.774943162
NC2_00122731	4.666972332
NegativeControl	4.679121626
SCorner3	12.05246115
