Hybridization REF	TCGA-01-0628-11A-01T-0364-07
hsa-miR-181a	16.2144901
hsa-miR-181a-2*	5.015533307
hsa-miR-181a*	5.571448665
hsa-miR-181b	9.893212605
hsa-miR-181c	10.08950631
hsa-miR-181c*	5.509392113
hsa-miR-181d	6.349175247
hsa-miR-182	3.865044057
hsa-miR-182*	4.519911121
hsa-miR-183	4.386320804
hsa-miR-183*	4.418414281
hsa-miR-184	5.334949184
hsa-miR-185	7.317821257
hsa-miR-185*	4.654247898
hsa-miR-186	7.09062838
hsa-miR-186*	4.805356886
hsa-miR-187	4.619003874
hsa-miR-187*	4.850321418
hsa-miR-188-3p	4.65045219
hsa-miR-188-5p	8.203303466
hsa-miR-18a	5.251153269
hsa-miR-18a*	4.631790821
hsa-miR-18b	4.765629408
hsa-miR-18b*	4.74335338
hsa-miR-190	4.589670345
hsa-miR-190b	4.701631261
hsa-miR-191	4.513928904
hsa-miR-191*	4.916791925
hsa-miR-192	6.140985001
hsa-miR-192*	4.648161537
hsa-miR-193a-3p	9.109594021
hsa-miR-193a-5p	6.717370328
hsa-miR-193b	6.583831652
hsa-miR-193b*	5.323660188
hsa-miR-194	5.871006719
hsa-miR-194*	4.677681493
hsa-miR-195	11.51157749
hsa-miR-195*	5.691881347
hsa-miR-196a	4.930153087
hsa-miR-196a*	4.580542676
hsa-miR-196b	5.452248208
hsa-miR-197	5.948441092
hsa-miR-198	5.21825029
hsa-miR-199a-5p	10.91528268
hsa-miR-199b-3p	11.61043433
hsa-miR-199b-5p	8.651553158
hsa-miR-19a	9.855710263
hsa-miR-19a*	4.61083072
hsa-miR-19b	12.00106993
hsa-miR-19b-1*	5.157584361
hsa-miR-19b-2*	4.696842564
hsa-miR-200a	8.982963745
hsa-miR-200a*	5.6516206
hsa-miR-200b	10.31464997
hsa-miR-200b*	5.579045424
hsa-miR-200c	10.57267107
hsa-miR-200c*	4.720127931
hsa-miR-202	7.235763697
hsa-miR-202*	4.705459659
hsa-miR-203	4.803482879
hsa-miR-204	5.842365239
hsa-miR-205	4.441533855
hsa-miR-206	5.36290722
hsa-miR-208a	4.533769433
hsa-miR-208b	4.553001835
hsa-miR-20a	9.380648513
hsa-miR-20a*	4.861475461
hsa-miR-20b	6.901249921
hsa-miR-20b*	4.569993147
hsa-miR-21	13.44998057
hsa-miR-21*	7.872465005
hsa-miR-210	9.214313029
hsa-miR-211	4.808167172
hsa-miR-212	6.220868176
hsa-miR-214	9.458353468
hsa-miR-214*	5.816129647
hsa-miR-215	5.191571991
hsa-miR-216a	4.800363171
hsa-miR-216b	4.597657682
hsa-miR-217	4.640304166
hsa-miR-218	7.230575195
hsa-miR-218-1*	4.536079133
hsa-miR-218-2*	4.468592485
hsa-miR-219-1-3p	4.586182952
hsa-miR-219-2-3p	4.607587778
hsa-miR-219-5p	5.964201507
hsa-miR-22	13.2538246
hsa-miR-22*	5.275517309
hsa-miR-220a	4.66580107
hsa-miR-220b	4.639802764
hsa-miR-220c	4.654551428
hsa-miR-221	7.095182965
hsa-miR-221*	5.328512226
hsa-miR-222	8.026494819
hsa-miR-222*	4.66628327
hsa-miR-223	8.777479731
hsa-miR-223*	4.658604284
hsa-miR-224	4.901725745
hsa-miR-23a	11.18083255
hsa-miR-23a*	5.141803124
hsa-miR-23b	12.39093726
hsa-miR-23b*	5.395617127
hsa-miR-24	12.79606998
hsa-miR-24-1*	7.148192197
hsa-miR-24-2*	4.508937243
hsa-miR-25	8.702126627
hsa-miR-25*	4.562885049
hsa-miR-26a	13.17737784
hsa-miR-26a-1*	4.676612414
hsa-miR-26a-2*	4.657971234
hsa-miR-26b	10.18458248
hsa-miR-26b*	4.734710022
hsa-miR-27a	11.4233673
hsa-miR-27a*	4.58465865
hsa-miR-27b	12.56111076
hsa-miR-27b*	5.018230717
hsa-miR-28-3p	5.404683358
hsa-miR-28-5p	8.141663549
hsa-miR-296-3p	4.55950966
hsa-miR-296-5p	4.99024596
hsa-miR-297	4.595420911
hsa-miR-298	4.655922733
hsa-miR-299-3p	6.507084495
hsa-miR-299-5p	5.824783616
hsa-miR-29a	13.23041694
hsa-miR-29a*	4.616363385
hsa-miR-29b	11.56109977
hsa-miR-29b-1*	4.93311745
hsa-miR-29b-2*	4.659792247
hsa-miR-29c	13.37633625
hsa-miR-29c*	7.260122618
hsa-miR-300	4.585663628
hsa-miR-301a	6.715236173
hsa-miR-301b	4.590029102
hsa-miR-302a	4.680388873
hsa-miR-302a*	4.632606902
hsa-miR-302b	4.658058737
hsa-miR-302b*	4.654497969
hsa-miR-302c	4.696258643
hsa-miR-302c*	4.64679758
hsa-miR-302d	4.649523642
hsa-miR-302d*	4.58361444
hsa-miR-30a	11.96516925
hsa-miR-30a*	8.197147899
hsa-miR-30b	10.52757913
hsa-miR-30b*	5.6853158
hsa-miR-30c	9.362522676
hsa-miR-30c-1*	5.014295031
hsa-miR-30c-2*	5.640639947
hsa-miR-30d	11.73707282
hsa-miR-30d*	5.533183593
hsa-miR-30e	10.06134439
hsa-miR-30e*	7.141411552
hsa-miR-31	6.870981596
hsa-miR-31*	5.141236019
hsa-miR-32	4.815057461
hsa-miR-32*	4.520539482
hsa-miR-320	9.759899795
hsa-miR-323-3p	4.877994034
hsa-miR-323-5p	4.620294332
hsa-miR-324-3p	8.659406023
hsa-miR-324-5p	7.297749608
hsa-miR-325	4.642453268
hsa-miR-326	4.891540087
hsa-miR-328	5.069435015
hsa-miR-329	4.815539131
hsa-miR-330-3p	5.103512611
hsa-miR-330-5p	4.612080191
hsa-miR-331-3p	9.000133325
hsa-miR-331-5p	4.85351268
hsa-miR-335	6.544337583
hsa-miR-335*	4.309598616
hsa-miR-337-3p	4.855018921
hsa-miR-337-5p	6.88018118
hsa-miR-338-3p	7.488133861
hsa-miR-338-5p	5.138003896
hsa-miR-339-3p	5.300796415
hsa-miR-339-5p	4.738082234
hsa-miR-33a	5.948489331
hsa-miR-33a*	4.63646639
hsa-miR-33b	5.007190135
hsa-miR-33b*	5.274669297
hsa-miR-340	5.927793697
hsa-miR-340*	4.617053649
hsa-miR-342-3p	10.43820212
hsa-miR-342-5p	5.712476271
hsa-miR-345	5.334317849
hsa-miR-346	4.697637687
hsa-miR-34a	11.56714102
hsa-miR-34a*	5.601734509
hsa-miR-34b	8.784278688
hsa-miR-34b*	12.78015062
hsa-miR-34c-3p	6.306012464
hsa-miR-34c-5p	10.6297351
hsa-miR-361-3p	7.104787195
hsa-miR-361-5p	9.919841006
hsa-miR-362-3p	6.405208108
hsa-miR-362-5p	7.437606865
hsa-miR-363	6.009878618
hsa-miR-363*	4.59951646
hsa-miR-365	8.3088516
hsa-miR-367	4.661066355
hsa-miR-367*	4.662704342
hsa-miR-369-3p	4.758169534
hsa-miR-369-5p	4.923237501
hsa-miR-370	5.662887086
hsa-miR-371-3p	4.712831857
hsa-miR-371-5p	5.336831309
hsa-miR-372	4.651695314
hsa-miR-373	4.844801309
hsa-miR-373*	4.988951369
hsa-miR-374a	7.546104207
hsa-miR-374a*	4.691414427
hsa-miR-374b	8.053648942
hsa-miR-374b*	4.703465647
hsa-miR-375	6.181173303
hsa-miR-376a	9.609665784
hsa-miR-376a*	5.045478735
hsa-miR-376b	5.533093358
hsa-miR-376c	9.889554478
hsa-miR-377	8.681545834
hsa-miR-377*	4.854072634
hsa-miR-378	7.781473244
hsa-miR-378*	5.877990171
hsa-miR-379	7.15663168
hsa-miR-379*	4.662308742
hsa-miR-380	4.706767502
hsa-miR-380*	4.592483522
hsa-miR-381	8.571053184
hsa-miR-382	5.854944135
hsa-miR-383	4.680477304
hsa-miR-384	4.666480893
hsa-miR-409-3p	5.977692308
hsa-miR-409-5p	5.124785241
hsa-miR-410	6.232825879
hsa-miR-411	5.85967272
hsa-miR-411*	4.649644756
hsa-miR-412	4.580202368
hsa-miR-421	4.631732363
hsa-miR-422a	4.930610963
hsa-miR-423-3p	5.109849441
hsa-miR-423-5p	6.854643443
hsa-miR-424	12.8024864
hsa-miR-424*	6.257726135
hsa-miR-425	7.15306799
hsa-miR-425*	4.996257222
hsa-miR-429	8.174532187
hsa-miR-431	4.911203824
hsa-miR-431*	4.960007796
hsa-miR-432	5.353339906
hsa-miR-432*	4.641180285
hsa-miR-433	4.719533847
hsa-miR-448	4.600048758
hsa-miR-449a	7.995019488
hsa-miR-449b	5.373989875
hsa-miR-450a	6.415943389
hsa-miR-450b-3p	4.69473642
hsa-miR-450b-5p	4.989308443
hsa-miR-451	13.72809034
hsa-miR-452	5.55990945
hsa-miR-452*	4.598127827
hsa-miR-453	4.608923176
hsa-miR-454	4.874482346
hsa-miR-454*	4.617310065
hsa-miR-455-3p	6.77737492
hsa-miR-455-5p	6.364485338
hsa-miR-483-3p	5.466977817
hsa-miR-483-5p	7.144582904
hsa-miR-484	5.971553893
hsa-miR-485-3p	4.870772692
hsa-miR-485-5p	4.80294916
hsa-miR-486-3p	4.676644742
hsa-miR-486-5p	8.599348122
hsa-miR-487a	4.95054607
hsa-miR-487b	6.483888014
hsa-miR-488	5.892074795
hsa-miR-488*	4.742524556
hsa-miR-489	4.721987101
hsa-miR-490-3p	5.048774649
hsa-miR-490-5p	5.019522138
hsa-miR-491-3p	4.577465154
hsa-miR-491-5p	4.772237678
hsa-miR-492	4.734021702
hsa-miR-493	4.79408512
hsa-miR-493*	5.127422015
hsa-miR-494	12.41188671
hsa-miR-495	5.516673544
hsa-miR-496	4.617001291
hsa-miR-497	10.98844258
hsa-miR-497*	4.671729213
hsa-miR-498	5.025876034
hsa-miR-499-3p	4.578842179
hsa-miR-499-5p	4.815018368
hsa-miR-500	6.295652987
hsa-miR-500*	6.845720301
hsa-miR-501-3p	5.703493238
hsa-miR-501-5p	5.531714895
hsa-miR-502-3p	7.28095636
hsa-miR-502-5p	5.45165761
hsa-miR-503	7.991751977
hsa-miR-504	4.651135067
hsa-miR-505	5.702548561
hsa-miR-505*	4.950793197
hsa-miR-506	4.748307635
hsa-miR-507	4.804379927
hsa-miR-508-3p	4.715547293
hsa-miR-508-5p	4.792165028
hsa-miR-509-3-5p	4.892744965
hsa-miR-509-3p	4.843402304
hsa-miR-509-5p	4.807957702
hsa-miR-510	4.684514768
hsa-miR-511	4.642940957
hsa-miR-512-3p	5.72916357
hsa-miR-512-5p	4.660797472
hsa-miR-513a-3p	4.641759944
hsa-miR-513a-5p	6.699962303
hsa-miR-513b	6.33175328
hsa-miR-513c	6.108493057
hsa-miR-514	5.099338665
hsa-miR-515-3p	4.712644313
hsa-miR-515-5p	4.698635755
hsa-miR-516a-3p	4.692574094
hsa-miR-516a-5p	5.196305045
hsa-miR-516b	4.741452745
hsa-miR-517*	4.847284094
hsa-miR-517a	4.573233648
hsa-miR-517b	4.692413286
hsa-miR-517c	4.777720907
hsa-miR-518a-3p	4.667630017
hsa-miR-518b	4.646722168
hsa-miR-518c	4.717551885
hsa-miR-518c*	5.258535685
hsa-miR-518d-3p	4.692653701
hsa-miR-518d-5p	4.719909142
hsa-miR-518e	4.654757821
hsa-miR-518e*	4.692199276
hsa-miR-518f	4.691100667
hsa-miR-518f*	4.652821323
hsa-miR-519a	4.650235614
hsa-miR-519b-3p	4.723185382
hsa-miR-519c-3p	4.70420928
hsa-miR-519d	4.693213492
hsa-miR-519e	4.729297626
hsa-miR-519e*	4.984548974
hsa-miR-520a-3p	4.715050616
hsa-miR-520a-5p	4.657148091
hsa-miR-520b	5.020911334
hsa-miR-520c-3p	4.74595236
hsa-miR-520d-3p	4.775745678
hsa-miR-520d-5p	4.689260229
hsa-miR-520e	4.912550136
hsa-miR-520f	4.784154221
hsa-miR-520g	4.759282242
hsa-miR-520h	4.627196443
hsa-miR-521	4.654238718
hsa-miR-522	4.721677215
hsa-miR-523	4.610898383
hsa-miR-524-3p	4.72190217
hsa-miR-524-5p	4.678549951
hsa-miR-525-3p	4.611362069
hsa-miR-525-5p	4.661114635
hsa-miR-526b	4.823085886
hsa-miR-526b*	4.719178701
hsa-miR-527	4.647095482
hsa-miR-532-3p	6.185531155
hsa-miR-532-5p	7.976757287
hsa-miR-539	5.014563203
hsa-miR-541	4.645517275
hsa-miR-541*	4.623211917
hsa-miR-542-3p	8.356378003
hsa-miR-542-5p	8.378744172
hsa-miR-543	4.999129827
hsa-miR-544	4.737894846
hsa-miR-545	5.212056686
hsa-miR-545*	4.685606633
hsa-miR-548a-3p	4.648889281
hsa-miR-548a-5p	4.71162509
hsa-miR-548b-3p	4.700913775
hsa-miR-548b-5p	4.734398329
hsa-miR-548c-3p	4.757958363
hsa-miR-548c-5p	4.697869087
hsa-miR-548d-3p	4.6545135
hsa-miR-548d-5p	4.655542042
hsa-miR-549	4.63650288
hsa-miR-550	4.915518652
hsa-miR-550*	4.927542656
hsa-miR-551a	4.643931134
hsa-miR-551b	5.99509309
hsa-miR-551b*	4.628477111
hsa-miR-552	4.553317643
hsa-miR-553	4.686362468
hsa-miR-554	4.55790202
hsa-miR-555	4.60755635
hsa-miR-556-3p	4.65709969
hsa-miR-556-5p	4.69295436
hsa-miR-557	6.269250215
hsa-miR-558	4.631053031
hsa-miR-559	4.606202612
hsa-miR-561	4.659544163
hsa-miR-562	4.702363921
hsa-miR-563	4.588868807
hsa-miR-564	6.321103195
hsa-miR-566	4.696344979
hsa-miR-567	4.669110733
hsa-miR-568	4.624618403
hsa-miR-569	4.628291376
hsa-miR-570	4.622875746
hsa-miR-571	4.661185054
hsa-miR-572	7.790410556
hsa-miR-573	4.622161384
hsa-miR-574-3p	6.916482587
hsa-miR-574-5p	7.426740655
hsa-miR-575	8.098072703
hsa-miR-576-3p	4.7139839
hsa-miR-576-5p	4.780628245
hsa-miR-577	4.55803421
hsa-miR-578	4.624475943
hsa-miR-579	4.644344223
hsa-miR-580	4.578351829
hsa-miR-581	4.640181754
hsa-miR-582-3p	4.936760359
hsa-miR-582-5p	5.988799252
hsa-miR-583	4.674433895
hsa-miR-584	5.17881547
hsa-miR-585	4.807465974
hsa-miR-586	4.692238345
hsa-miR-587	4.601916475
hsa-miR-588	4.600240464
hsa-miR-589	4.577182988
hsa-miR-589*	4.608724843
hsa-miR-590-3p	4.697586648
hsa-miR-590-5p	6.969111704
hsa-miR-591	4.689921559
hsa-miR-592	4.619746825
hsa-miR-593	4.689964723
hsa-miR-593*	4.559791219
hsa-miR-595	4.661514029
hsa-miR-596	4.651174859
hsa-miR-597	4.625982891
hsa-miR-598	5.095994626
hsa-miR-599	4.655872865
hsa-miR-600	4.635509586
hsa-miR-601	5.700655228
hsa-miR-602	5.176711293
hsa-miR-603	4.686489805
hsa-miR-604	4.593299133
hsa-miR-605	5.127540204
hsa-miR-606	4.61494597
hsa-miR-607	4.662833171
hsa-miR-608	4.643858128
hsa-miR-609	4.611529056
hsa-miR-610	4.869408261
hsa-miR-611	4.646276922
hsa-miR-612	4.643325414
hsa-miR-613	4.686216233
hsa-miR-614	4.718712987
hsa-miR-615-3p	4.761364451
hsa-miR-615-5p	4.611718233
hsa-miR-616	4.614245758
hsa-miR-616*	4.574391548
hsa-miR-617	4.83199202
hsa-miR-618	4.621025719
hsa-miR-619	4.632074197
hsa-miR-620	4.624317074
hsa-miR-621	4.559088643
hsa-miR-622	5.616578405
hsa-miR-623	5.13000422
hsa-miR-624	4.649674491
hsa-miR-624*	4.720736865
hsa-miR-625	5.525262703
hsa-miR-625*	4.811585978
hsa-miR-626	4.619063095
hsa-miR-627	5.678835326
hsa-miR-628-3p	5.113632245
hsa-miR-628-5p	4.788788646
hsa-miR-629	4.916404335
hsa-miR-629*	5.047312767
hsa-miR-630	6.411093428
hsa-miR-631	4.653122654
hsa-miR-632	4.672417711
hsa-miR-633	4.634404669
hsa-miR-634	4.733374824
hsa-miR-635	4.607470822
hsa-miR-636	5.029554723
hsa-miR-637	4.635280601
hsa-miR-638	10.81247219
hsa-miR-639	4.630593272
hsa-miR-640	4.740184171
hsa-miR-641	4.68331714
hsa-miR-642	4.643890973
hsa-miR-643	4.610478614
hsa-miR-644	4.61807093
hsa-miR-645	4.572476585
hsa-miR-646	4.567362357
hsa-miR-647	4.594890107
hsa-miR-648	4.720900298
hsa-miR-649	4.592237448
hsa-miR-650	4.774067607
hsa-miR-651	4.58994351
hsa-miR-652	5.287526872
hsa-miR-653	4.644793172
hsa-miR-654-3p	6.187032483
hsa-miR-654-5p	4.886089603
hsa-miR-655	4.712340014
hsa-miR-656	4.667418514
hsa-miR-657	4.673058544
hsa-miR-658	4.640438939
hsa-miR-659	5.005640276
hsa-miR-660	7.31008487
hsa-miR-661	4.652780193
hsa-miR-662	5.299722664
hsa-miR-663	6.202780623
hsa-miR-665	5.904195451
hsa-miR-668	4.622881385
hsa-miR-671-3p	4.616487954
hsa-miR-671-5p	6.158104109
hsa-miR-675	4.559407483
hsa-miR-7	3.700465408
hsa-miR-7-1*	4.713597447
hsa-miR-7-2*	4.616509133
hsa-miR-708	4.775177371
hsa-miR-708*	4.694861441
hsa-miR-744	5.376885653
hsa-miR-744*	4.829064195
hsa-miR-758	5.124611128
hsa-miR-760	5.119026625
hsa-miR-765	5.618398985
hsa-miR-766	4.857335525
hsa-miR-767-3p	4.587831611
hsa-miR-767-5p	4.620402191
hsa-miR-768-3p	12.27445012
hsa-miR-768-5p	7.92397803
hsa-miR-769-3p	4.86688086
hsa-miR-769-5p	6.922307881
hsa-miR-770-5p	5.437191093
hsa-miR-801	9.015121038
hsa-miR-802	4.676735071
hsa-miR-873	4.637211344
hsa-miR-874	6.878844567
hsa-miR-875-3p	4.555677449
hsa-miR-875-5p	4.664118836
hsa-miR-876-3p	4.62944199
hsa-miR-876-5p	4.594627152
hsa-miR-877	5.003365639
hsa-miR-877*	5.042685618
hsa-miR-885-3p	4.824002542
hsa-miR-885-5p	6.287538669
hsa-miR-886-3p	9.063588432
hsa-miR-886-5p	4.634376971
hsa-miR-887	5.633687353
hsa-miR-888	4.626467421
hsa-miR-888*	4.642369687
hsa-miR-889	4.669410112
hsa-miR-890	4.5822213
hsa-miR-891a	4.56498198
hsa-miR-891b	4.687117246
hsa-miR-892a	4.682118219
hsa-miR-892b	5.735266648
hsa-miR-9	4.742831571
hsa-miR-9*	5.370994027
hsa-miR-920	4.615613403
hsa-miR-921	4.890997268
hsa-miR-922	4.570672075
hsa-miR-923	16.46405467
hsa-miR-924	4.639497591
hsa-miR-92a	10.51181342
hsa-miR-92a-1*	4.585124135
hsa-miR-92a-2*	4.624730603
hsa-miR-92b	5.025825162
hsa-miR-92b*	4.686524424
hsa-miR-93	7.930478241
hsa-miR-93*	4.614353772
hsa-miR-933	4.882276896
hsa-miR-934	4.525463817
hsa-miR-935	4.570037524
hsa-miR-936	4.92218067
hsa-miR-937	4.538711862
hsa-miR-938	4.583799614
hsa-miR-939	7.653322925
hsa-miR-940	7.712274472
hsa-miR-941	4.53166814
hsa-miR-942	4.651510888
hsa-miR-943	4.578161159
hsa-miR-944	4.678947961
hsa-miR-95	4.957611619
hsa-miR-96	4.766265185
hsa-miR-96*	4.599717063
hsa-miR-98	5.525214197
hsa-miR-99a	11.59003196
hsa-miR-99a*	4.915636005
hsa-miR-99b	9.31035957
hsa-miR-99b*	4.944489301
hsv1-miR-H1	6.078064391
hsv1-miR-LAT	8.544696267
hur_1	16.77821139
hur_2	17.65617419
hur_4	13.82935714
hur_5	8.40824862
hur_6	13.87552609
kshv-miR-K12-1	4.608011362
kshv-miR-K12-10a	4.723344946
kshv-miR-K12-11	4.58970424
kshv-miR-K12-12	4.576995951
kshv-miR-K12-2	4.631108229
kshv-miR-K12-3	8.269291939
kshv-miR-K12-3*	4.589424746
kshv-miR-K12-4-3p	4.579415508
kshv-miR-K12-4-5p	4.633677228
kshv-miR-K12-5	4.574225349
kshv-miR-K12-6-3p	4.586691534
kshv-miR-K12-6-5p	4.60749549
kshv-miR-K12-7	5.150518788
kshv-miR-K12-8	4.638765567
kshv-miR-K12-9	4.528409155
kshv-miR-K12-9*	4.552379376
miRNABrightCorner30	10.00222657
mr_1	12.2523401
NC1_00000197	4.764076216
NC1_00000215	4.755886734
NC2_00079215	4.749164294
NC2_00092197	4.75396775
NC2_00106057	4.770639574
NC2_00122731	4.754159777
NegativeControl	4.748963829
SCorner3	11.83174525
