GENE_ID	CD274
TCGA-13-2059-01	NaN
TCGA-13-2060-01	1.478381415
TCGA-13-2061-01	NaN
TCGA-13-2065-01	NaN
TCGA-20-0987-01	3.016574721
TCGA-20-0990-01	-0.753023562
TCGA-20-0991-01	4.58840219
TCGA-20-1682-01	0.055009023
TCGA-20-1683-01	-0.922856177
TCGA-20-1684-01	-0.063603347
TCGA-20-1685-01	-0.400011722
TCGA-20-1686-01	-0.79657632
TCGA-20-1687-01	0.299073882
TCGA-23-1021-01	-0.67327618
TCGA-23-1022-01	-1.346494321
TCGA-23-1023-01	0.377508639
TCGA-23-1024-01	0.185032846
TCGA-23-1026-01	1.249746434
TCGA-23-1027-01	-0.320194063
TCGA-23-1028-01	0.436335685
TCGA-23-1029-01	1.799794828
TCGA-23-1030-01	-0.161039624
TCGA-23-1031-01	-1.563103174
TCGA-23-1032-01	2.300441986
TCGA-23-1107-01	-0.549914107
TCGA-23-1109-01	-0.882110669
TCGA-23-1110-01	-0.845162195
TCGA-23-1111-01	-1.095932988
TCGA-23-1113-01	-1.080249854
TCGA-23-1114-01	-1.733416139
TCGA-23-1116-01	1.759690019
TCGA-23-1117-01	1.316477496
TCGA-23-1118-01	0.661929027
TCGA-23-1119-01	-0.112263582
TCGA-23-1120-01	1.487543092
TCGA-23-1121-01	-1.354873403
TCGA-23-1122-01	0.3597538
TCGA-23-1123-01	1.035737677
TCGA-23-1124-01	1.139552056
TCGA-23-1809-01	-0.283259245
TCGA-23-2072-01	-1.500775538
TCGA-23-2077-01	-0.151348998
TCGA-23-2078-01	-0.29968772
TCGA-23-2079-01	-0.602488898
TCGA-23-2081-01	-0.917845729
TCGA-23-2084-01	0.933009897
TCGA-23-2641-01	NaN
TCGA-23-2643-01	NaN
TCGA-23-2645-01	NaN
TCGA-24-0966-01	-0.383357607
TCGA-24-0968-01	0.998241921
TCGA-24-0970-01	-0.866903919
TCGA-24-0975-01	-0.376653946
TCGA-24-0979-01	0.418516704
TCGA-24-0980-01	1.291299585
TCGA-24-0982-01	-0.436255298
TCGA-24-1103-01	-0.227649362
TCGA-24-1104-01	0.030395088
TCGA-24-1105-01	-0.364128257
TCGA-24-1413-01	1.217186674
TCGA-24-1416-01	0.052657557
TCGA-24-1417-01	2.734666963
TCGA-24-1418-01	-0.96771025
TCGA-24-1419-01	-1.600324184
TCGA-24-1422-01	-1.261938258
TCGA-24-1423-01	0.208493265
TCGA-24-1424-01	1.364064681
TCGA-24-1425-01	0.329579913
TCGA-24-1426-01	-1.329940142
TCGA-24-1427-01	-0.520823547
TCGA-24-1428-01	1.575705847
TCGA-24-1430-01	-2.592781531
TCGA-24-1431-01	-1.78391456
TCGA-24-1434-01	0.219320599
TCGA-24-1435-01	0.940652379
TCGA-24-1436-01	2.929524052
TCGA-24-1463-01	-0.230269915
TCGA-24-1464-01	-0.2992016
TCGA-24-1466-01	0.800457359
TCGA-24-1467-01	-1.074291853
TCGA-24-1469-01	0.896915058
TCGA-24-1470-01	0.732072325
TCGA-24-1471-01	-0.230608249
TCGA-24-1474-01	-0.951231078
TCGA-24-1544-01	0.043493746
TCGA-24-1545-01	0.651399308
TCGA-24-1546-01	-1.109772736
TCGA-24-1548-01	1.722916977
TCGA-24-1549-01	1.666350951
TCGA-24-1550-01	0.328129447
TCGA-24-1551-01	1.955852314
TCGA-24-1552-01	-0.807191345
TCGA-24-1553-01	0.929119027
TCGA-24-1555-01	-0.617938482
TCGA-24-1556-01	1.756538859
TCGA-24-1557-01	-0.671176751
TCGA-24-1558-01	-0.645658489
TCGA-24-1560-01	-1.088536598
TCGA-24-1562-01	-0.49087429
TCGA-24-1563-01	1.036806421
TCGA-24-1564-01	-0.278940812
TCGA-24-1565-01	0.314431401
TCGA-24-1567-01	-0.635620776
TCGA-24-1603-01	-0.349718013
TCGA-24-1604-01	0.271520158
TCGA-24-1614-01	-0.101450029
TCGA-24-1616-01	-1.241419646
TCGA-24-1842-01	3.287412702
TCGA-24-1843-01	-0.687374616
TCGA-24-1844-01	-1.414096376
TCGA-24-1845-01	0.054849194
TCGA-24-1846-01	5.093061998
TCGA-24-1847-01	2.291699112
TCGA-24-1849-01	0.114136978
TCGA-24-1850-01	-0.164714871
TCGA-24-1852-01	NaN
TCGA-24-1920-01	2.736386627
TCGA-24-1923-01	-1.350649031
TCGA-24-1924-01	1.727607306
TCGA-24-1927-01	NA
TCGA-24-1928-01	-0.489558773
TCGA-24-1930-01	1.751270603
TCGA-24-2019-01	-0.872187691
TCGA-24-2020-01	-0.482208781
TCGA-24-2023-01	1.710555252
TCGA-24-2024-01	-2.026061167
TCGA-24-2026-01	1.908807014
TCGA-24-2027-01	-1.219497884
TCGA-24-2029-01	-0.662912672
TCGA-24-2030-01	-1.807413808
TCGA-24-2033-01	-1.008468343
TCGA-24-2035-01	-0.712458848
TCGA-24-2036-01	-2.076661139
TCGA-24-2038-01	-0.419650049
TCGA-24-2254-01	-1.787969339
TCGA-24-2260-01	-1.298107652
TCGA-24-2261-01	1.196377804
TCGA-24-2262-01	1.811056276
TCGA-24-2267-01	2.693176848
TCGA-24-2271-01	0.337463898
TCGA-24-2280-01	-1.497489957
TCGA-24-2281-01	2.441983885
TCGA-24-2288-01	1.488499953
TCGA-24-2289-01	-0.397848291
TCGA-24-2290-01	0.979473479
TCGA-24-2293-01	0.206246758
TCGA-24-2295-01	NA
TCGA-24-2297-01	-0.249746457
TCGA-24-2298-01	1.177612124
TCGA-25-1312-01	-0.809277679
TCGA-25-1313-01	0.196215373
TCGA-25-1314-01	-0.299881393
TCGA-25-1315-01	-0.052273747
TCGA-25-1316-01	-0.735393694
TCGA-25-1317-01	-0.673462523
TCGA-25-1318-01	-0.425050908
TCGA-25-1319-01	0.819447955
TCGA-25-1320-01	-0.523888689
TCGA-25-1321-01	-1.276622593
TCGA-25-1322-01	1.120444297
TCGA-25-1323-01	-0.629212584
TCGA-25-1324-01	-0.282656703
TCGA-25-1325-01	-0.156700817
TCGA-25-1326-01	-0.018148774
TCGA-25-1328-01	-0.358855808
TCGA-25-1329-01	-0.821517093
TCGA-25-1623-01	3.019953075
TCGA-25-1625-01	-0.530200461
TCGA-25-1626-01	1.010066273
TCGA-25-1627-01	-1.938826849
TCGA-25-1628-01	0.875031331
TCGA-25-1630-01	0.693055293
TCGA-25-1631-01	-0.328183211
TCGA-25-1632-01	-2.341242123
TCGA-25-1633-01	1.246341954
TCGA-25-1634-01	-2.555575964
TCGA-25-1635-01	-0.550942745
TCGA-25-1870-01	-2.281548985
TCGA-25-1871-01	-2.053518005
TCGA-25-1877-01	0.427664943
TCGA-25-1878-01	2.067263784
TCGA-25-2042-01	-0.461826578
TCGA-25-2390-01	NaN
TCGA-25-2391-01	-0.33828275
TCGA-25-2392-01	-0.190438944
TCGA-25-2393-01	-1.126187732
TCGA-25-2396-01	1.005506893
TCGA-25-2397-01	-1.474976032
TCGA-25-2398-01	-0.295938057
TCGA-25-2399-01	0.673663621
TCGA-25-2400-01	-0.345633251
TCGA-25-2401-01	1.213875904
TCGA-25-2404-01	0.666035593
TCGA-25-2408-01	-0.327441013
TCGA-25-2409-01	-1.052406025
TCGA-29-1688-01	0.286399608
TCGA-29-1690-01	-0.169957087
TCGA-29-1691-01	-0.773050829
TCGA-29-1693-01	0.457008466
TCGA-29-1694-01	-0.975879576
TCGA-29-1695-01	0.865596737
TCGA-29-1696-01	-0.484868462
TCGA-29-1697-01	1.238400184
TCGA-29-1698-01	-0.872742351
TCGA-29-1699-01	1.987465048
TCGA-29-1701-01	-1.216548161
TCGA-29-1702-01	-2.208283013
TCGA-29-1703-01	-0.032342923
TCGA-29-1705-01	-1.343585694
TCGA-29-1707-01	1.786492641
TCGA-29-1710-01	0.811975196
TCGA-29-1711-01	1.09024009
TCGA-29-1761-01	0.313477615
TCGA-29-1762-01	-0.723173361
TCGA-29-1763-01	0.571234505
TCGA-29-1764-01	-0.870154966
TCGA-29-1766-01	-0.700195163
TCGA-29-1768-01	1.117552507
TCGA-29-1769-01	-0.622423091
TCGA-29-1770-01	-1.848167933
TCGA-29-1771-01	-0.116066767
TCGA-29-1774-01	-2.519466513
TCGA-29-1775-01	-1.207582045
TCGA-29-1776-01	-0.178861367
TCGA-29-1777-01	0.249067675
TCGA-29-1778-01	0.404926368
TCGA-29-1781-01	2.064661935
TCGA-29-1783-01	-0.935730257
TCGA-29-1784-01	0.432974577
TCGA-29-1785-01	1.168072729
TCGA-29-2414-01	-0.367099905
TCGA-29-2425-01	-0.539517033
TCGA-29-2427-01	0.991495007
TCGA-29-2428-01	1.179674999
TCGA-29-2429-01	NaN
TCGA-29-2431-01	NaN
TCGA-29-2432-01	NaN
TCGA-29-2434-01	NaN
TCGA-29-2435-01	NaN
TCGA-29-2436-01	NaN
TCGA-30-1714-01	-1.465249275
TCGA-30-1718-01	-0.108553566
TCGA-30-1853-01	-1.803784753
TCGA-30-1855-01	-0.036451509
TCGA-30-1856-01	0.768497763
TCGA-30-1857-01	-1.199637242
TCGA-30-1859-01	-0.32594272
TCGA-30-1860-01	2.443487084
TCGA-30-1861-01	-1.623502455
TCGA-30-1862-01	-1.41305982
TCGA-30-1866-01	2.178297777
TCGA-30-1867-01	0.887229858
TCGA-30-1869-01	NA
TCGA-30-1880-01	0.096860791
TCGA-30-1887-01	-0.918301246
TCGA-30-1891-01	-1.408528227
TCGA-30-1892-01	-1.584839799
TCGA-31-1944-01	-0.546084747
TCGA-31-1946-01	1.199101002
TCGA-31-1950-01	1.450793243
TCGA-31-1951-01	2.067731401
TCGA-31-1953-01	1.752466233
TCGA-31-1955-01	NA
TCGA-31-1956-01	3.41954949
TCGA-31-1959-01	0.34312966
TCGA-36-1568-01	-0.013686481
TCGA-36-1569-01	-0.579418074
TCGA-36-1570-01	1.210637792
TCGA-36-1571-01	-1.326372608
TCGA-36-1574-01	0.465131642
TCGA-36-1575-01	-0.957069316
TCGA-36-1576-01	0.549790631
TCGA-36-1577-01	-2.02395554
TCGA-36-1578-01	1.443366044
TCGA-36-1580-01	-0.414068146
TCGA-36-1581-01	2.683552102
TCGA-36-2529-01	NaN
TCGA-36-2530-01	NaN
TCGA-36-2532-01	NaN
TCGA-36-2533-01	NaN
TCGA-36-2534-01	NaN
TCGA-36-2537-01	NaN
TCGA-36-2538-01	NaN
TCGA-36-2539-01	NaN
TCGA-36-2540-01	NaN
TCGA-36-2542-01	NaN
TCGA-36-2543-01	NaN
TCGA-36-2544-01	NaN
TCGA-36-2545-01	NaN
TCGA-36-2547-01	NaN
TCGA-36-2548-01	NaN
TCGA-36-2549-01	NaN
TCGA-36-2551-01	NaN
TCGA-36-2552-01	NaN
TCGA-42-2582-01	NaN
TCGA-42-2587-01	NaN
TCGA-42-2588-01	NaN
TCGA-42-2589-01	NaN
TCGA-42-2590-01	NaN
TCGA-42-2591-01	NaN
TCGA-42-2593-01	NaN
TCGA-57-1582-01	-1.265101064
TCGA-57-1583-01	-0.332964806
TCGA-57-1584-01	-0.410973603
TCGA-57-1585-01	-0.503441963
TCGA-57-1586-01	-0.389368176
TCGA-57-1993-01	0.243632343
TCGA-57-1994-01	0.078048993
TCGA-59-2348-01	0.138704495
TCGA-59-2349-01	NA
TCGA-59-2350-01	1.05694285
TCGA-59-2351-01	0.126053132
TCGA-59-2352-01	2.063689919
TCGA-59-2354-01	0.681680947
TCGA-59-2355-01	1.075038771
TCGA-59-2363-01	-1.322982888
TCGA-59-2372-01	NaN
TCGA-61-1721-01	-0.616780183
TCGA-61-1722-01	NA
TCGA-61-1724-01	-0.277581387
TCGA-61-1725-01	-1.165238553
TCGA-61-1727-01	NA
TCGA-61-1728-01	-2.60697679
TCGA-61-1730-01	NA
TCGA-61-1733-01	-0.512032029
TCGA-61-1734-01	NA
TCGA-61-1736-01	-0.207158994
TCGA-61-1737-01	-0.342793698
TCGA-61-1738-01	0.126775315
TCGA-61-1740-01	1.763346068
TCGA-61-1741-01	1.125088891
TCGA-61-1743-01	1.441458024
TCGA-61-1895-01	0.572050523
TCGA-61-1899-01	-1.301500045
TCGA-61-1900-01	-1.734551426
TCGA-61-1901-01	-1.463572957
TCGA-61-1903-01	NA
TCGA-61-1904-01	-0.903540073
TCGA-61-1906-01	0.505482488
TCGA-61-1907-01	1.991804868
TCGA-61-1910-01	-0.846108954
TCGA-61-1911-01	0.475822163
TCGA-61-1913-01	1.523282317
TCGA-61-1914-01	-0.296070268
TCGA-61-1915-01	-0.830262699
TCGA-61-1917-01	0.393622995
TCGA-61-1918-01	0.214771756
TCGA-61-1919-01	0.590575226
TCGA-61-1995-01	-0.3084636
TCGA-61-1998-01	-0.455234064
TCGA-61-2000-01	0.209825861
TCGA-61-2002-01	0.781477731
TCGA-61-2003-01	-0.726283547
TCGA-61-2008-01	-1.483703327
TCGA-61-2009-01	-0.78856869
TCGA-61-2012-01	1.488145105
TCGA-61-2016-01	-1.013543704
TCGA-61-2017-01	NA
TCGA-61-2018-01	NA
TCGA-61-2087-01	NA
TCGA-61-2088-01	-2.096571069
TCGA-61-2092-01	-1.994424653
TCGA-61-2094-01	3.829555809
TCGA-61-2095-01	0.284649634
TCGA-61-2096-01	NA
TCGA-61-2097-01	-1.08451806
TCGA-61-2098-01	-1.348382009
TCGA-61-2101-01	-1.689153178
TCGA-61-2102-01	-1.401371521
TCGA-61-2104-01	1.757841767
TCGA-61-2109-01	-1.23882948
TCGA-61-2110-01	-0.990582968
TCGA-61-2111-01	-0.328288474
TCGA-61-2113-01	1.479067633
TCGA-61-2612-01	NaN
TCGA-61-2613-01	NaN
TCGA-61-2614-01	NaN
